Repo_Rank,Repo_Name,Repo_Forks_Count,Contributor_Rank,Contributor_Login_ID,Contributor_Commit_Count
7,BotBuilder-Samples,3392,10,EricDahlvang,68
7,BotBuilder-Samples,3392,11,ejadib,65
7,BotBuilder-Samples,3392,12,pcostantini,59
7,BotBuilder-Samples,3392,13,willportnoy,56
7,BotBuilder-Samples,3392,14,carlosscastro,54
7,BotBuilder-Samples,3392,15,dfavretto,53
7,BotBuilder-Samples,3392,16,trojenguri,47
7,BotBuilder-Samples,3392,17,enzocanoo,44
8,calculator,3330,1,rudyhuyn,95
8,calculator,3330,2,mcooley,68
8,calculator,3330,3,joseartrivera,60
8,calculator,3330,4,sanderl,48
8,calculator,3330,5,janisozaur,30
8,calculator,3330,6,gsfreema,26
8,calculator,3330,7,EriWong,19
8,calculator,3330,8,HowardWolosky,13
8,calculator,3330,9,joshkoon,13
8,calculator,3330,10,pi1024e,8
8,calculator,3330,11,grochocki,7
8,calculator,3330,12,bwaldbaum,5
8,calculator,3330,13,DavidShoe,4
8,calculator,3330,14,Maharramoff,4
8,calculator,3330,15,greedyAI,4
8,calculator,3330,16,jsoref,3
8,calculator,3330,17,jefgen,2
9,Windows-driver-samples,3260,1,barrygolden,79
9,Windows-driver-samples,3260,2,wm1,78
9,Windows-driver-samples,3260,3,NeoAdonis,33
9,Windows-driver-samples,3260,4,docs-product,24
9,Windows-driver-samples,3260,5,girishpattabiraman,19
9,Windows-driver-samples,3260,6,kfroe,13
9,Windows-driver-samples,3260,7,radutta99,12
9,Windows-driver-samples,3260,8,MichelleBergeron,11
9,Windows-driver-samples,3260,9,mamont-microsoft,11
9,Windows-driver-samples,3260,10,BenPYeh,10
9,Windows-driver-samples,3260,11,adamoboe,7
9,Windows-driver-samples,3260,12,IrinVoso,7
9,Windows-driver-samples,3260,13,lukangel,7
9,Windows-driver-samples,3260,14,NabilFates,7
9,Windows-driver-samples,3260,15,PFroese,6
9,Windows-driver-samples,3260,16,saredd,6
9,Windows-driver-samples,3260,17,DHarper89936,4
10,LightGBM,2833,1,guolinke,771
10,LightGBM,2833,2,StrikerRUS,408
10,LightGBM,2833,3,wxchan,94
10,LightGBM,2833,4,Laurae2,78
10,LightGBM,2833,5,jameslamb,75
10,LightGBM,2833,6,chivee,59
10,LightGBM,2833,7,henry0312,45
10,LightGBM,2833,8,xuehui1991,16
10,LightGBM,2833,9,huanzhang12,14
10,LightGBM,2833,10,imatiach-msft,13
10,LightGBM,2833,11,cbecker,9
10,LightGBM,2833,12,zhangyafeikimi,8
10,LightGBM,2833,13,btrotta,7
10,LightGBM,2833,14,yanyachen,7
10,LightGBM,2833,15,Allardvm,7
10,LightGBM,2833,16,kant,6
10,LightGBM,2833,17,olofer,5
11,AirSim,2579,1,sytelus,913
11,AirSim,2579,2,lovettchris,384
11,AirSim,2579,3,madratman,93
11,AirSim,2579,4,thias15,55
11,AirSim,2579,5,patrickelectric,41
11,AirSim,2579,6,ashkapoor,23
11,AirSim,2579,7,clovett,18
11,AirSim,2579,8,aburgm,17
11,AirSim,2579,9,bkueng,17
11,AirSim,2579,10,kenbier,14
11,AirSim,2579,11,msb336,11
11,AirSim,2579,12,saihv,11
11,AirSim,2579,13,8W9aG,10
11,AirSim,2579,14,kissslorinc,9
11,AirSim,2579,15,rajat2004,7
11,AirSim,2579,16,andrealaffly,7
11,AirSim,2579,17,JloveU,7
12,vscode-docs,2300,1,gregvanl,1345
12,vscode-docs,2300,2,Chuxel,389
12,vscode-docs,2300,3,octref,132
12,vscode-docs,2300,4,mjbvz,120
12,vscode-docs,2300,5,kraigb,100
12,vscode-docs,2300,6,Mohit-Nain,76
12,vscode-docs,2300,7,Tyriar,70
12,vscode-docs,2300,8,isidorn,65
12,vscode-docs,2300,9,alexr00,63
12,vscode-docs,2300,10,weinand,58
12,vscode-docs,2300,11,dbaeumer,58
12,vscode-docs,2300,12,hexiaokai,57
12,vscode-docs,2300,13,joaomoreno,54
12,vscode-docs,2300,14,aeschli,49
12,vscode-docs,2300,15,misolori,48
12,vscode-docs,2300,16,roblourens,48
12,vscode-docs,2300,17,bpasero,46
13,vcpkg,2250,1,alexkaratarakis,2478
13,vcpkg,2250,2,ras0219-msft,2123
13,vcpkg,2250,3,JackBoosY,277
13,vcpkg,2250,4,Rastaban,221
13,vcpkg,2250,5,codicodi,192
13,vcpkg,2250,6,atkawa7,180
13,vcpkg,2250,7,myd7349,170
13,vcpkg,2250,8,Neumann-A,125
13,vcpkg,2250,9,vicroms,124
13,vcpkg,2250,10,NancyLi1013,124
13,vcpkg,2250,11,grdowns,109
13,vcpkg,2250,12,jasjuang,95
13,vcpkg,2250,13,sdcb,95
13,vcpkg,2250,14,cbezault,88
13,vcpkg,2250,15,LilyWangL,86
13,vcpkg,2250,16,UnaNancyOwen,82
13,vcpkg,2250,17,ehsan-mohammadi,81
14,botframework-sdk,2230,1,Stevenic,589
14,botframework-sdk,2230,2,willportnoy,379
14,botframework-sdk,2230,3,msft-shahins,374
14,botframework-sdk,2230,4,chrimc62,273
14,botframework-sdk,2230,5,Andrea-Orimoto,145
14,botframework-sdk,2230,6,tomlm,102
14,botframework-sdk,2230,7,nwhitmont,39
14,botframework-sdk,2230,8,carlosscastro,25
14,botframework-sdk,2230,9,dandriscoll,25
14,botframework-sdk,2230,10,stevengum,20
14,botframework-sdk,2230,11,yochay,10
14,botframework-sdk,2230,12,Jeffders,9
14,botframework-sdk,2230,13,muzahmed,8
14,botframework-sdk,2230,14,sgellock,8
14,botframework-sdk,2230,15,pshelton-skype,7
14,botframework-sdk,2230,16,brandonh-msft,7
14,botframework-sdk,2230,17,FranciscoPonceGomez,6
15,MS-DOS,2117,1,bitcrazed,42
15,MS-DOS,2117,2,LiTO773,5
15,MS-DOS,2117,3,him1411,3
15,MS-DOS,2117,4,pyaillet,3
15,MS-DOS,2117,5,Alex4386,3
15,MS-DOS,2117,6,ggurbet,2
15,MS-DOS,2117,7,nikopen,2
15,MS-DOS,2117,8,abnerescocio,2
15,MS-DOS,2117,9,joelalju,2
15,MS-DOS,2117,10,Alexmnzlms,1
15,MS-DOS,2117,11,arkwrn,1
15,MS-DOS,2117,12,bitcynth,1
15,MS-DOS,2117,13,davidgatti,1
15,MS-DOS,2117,14,EltonAlvess,1
15,MS-DOS,2117,15,G100g,1
15,MS-DOS,2117,16,drager,1
15,MS-DOS,2117,17,johnlinp,1
16,dotnet,1888,1,richlander,328
16,dotnet,1888,2,HollyAM,46
16,dotnet,1888,3,vivmishra,35
16,dotnet,1888,4,conniey,34
16,dotnet,1888,5,joshfree,31
16,dotnet,1888,6,merriemcgaw,19
16,dotnet,1888,7,preetikr,19
16,dotnet,1888,8,BruceForstall,16
16,dotnet,1888,9,AlexGhiondea,15
16,dotnet,1888,10,terrajobst,14
16,dotnet,1888,11,NikolaMilosavljevic,10
16,dotnet,1888,12,danmosemsft,8
16,dotnet,1888,13,saurabh500,7
16,dotnet,1888,14,bleroy,6
16,dotnet,1888,15,jbe2277,6
16,dotnet,1888,16,chlowell,5
16,dotnet,1888,17,HongGit,5
17,TypeScriptSamples,1879,1,DanielRosenwasser,61
17,TypeScriptSamples,1879,2,mhegazy,49
17,TypeScriptSamples,1879,3,vladima,27
17,TypeScriptSamples,1879,4,johnnyreilly,15
17,TypeScriptSamples,1879,5,JLarky,8
17,TypeScriptSamples,1879,6,rbuckton,8
17,TypeScriptSamples,1879,7,orta,6
17,TypeScriptSamples,1879,8,Reltre,5
17,TypeScriptSamples,1879,9,Fazendaaa,4
17,TypeScriptSamples,1879,10,basarat,3
17,TypeScriptSamples,1879,11,Ibrahim-Islam,3
17,TypeScriptSamples,1879,12,paulvanbrenk,2
17,TypeScriptSamples,1879,13,rookieKing,2
17,TypeScriptSamples,1879,14,MagiCarbon,2
17,TypeScriptSamples,1879,15,aluanhaddad,1
17,TypeScriptSamples,1879,16,Billy-,1
17,TypeScriptSamples,1879,17,dotBits,1
18,monaco-editor,1727,1,alexdima,368
18,monaco-editor,1727,2,rebornix,29
18,monaco-editor,1727,3,aeschli,24
18,monaco-editor,1727,4,joaomoreno,7
18,monaco-editor,1727,5,jrieken,5
18,monaco-editor,1727,6,rcjsuen,4
18,monaco-editor,1727,7,larshp,4
18,monaco-editor,1727,8,apalm,2
18,monaco-editor,1727,9,arvind0598,2
18,monaco-editor,1727,10,chrisdias,2
18,monaco-editor,1727,11,Hotlar,2
18,monaco-editor,1727,12,JoshuaKGoldberg,2
18,monaco-editor,1727,13,mjbvz,2
18,monaco-editor,1727,14,PAPERPANKS,2
18,monaco-editor,1727,15,cancerberoSgx,2
18,monaco-editor,1727,16,timkendrick,2
18,monaco-editor,1727,17,ehsan-mohammadi,2
19,TypeScript-Node-Starter,1711,1,bowdenk7,98
19,TypeScript-Node-Starter,1711,2,orta,36
19,TypeScript-Node-Starter,1711,3,peterblazejewicz,33
19,TypeScript-Node-Starter,1711,4,bmiddha,7
19,TypeScript-Node-Starter,1711,5,amodolo,7
19,TypeScript-Node-Starter,1711,6,alan-agius4,5
19,TypeScript-Node-Starter,1711,7,dmt,5
19,TypeScript-Node-Starter,1711,8,ndthanhdev,3
19,TypeScript-Node-Starter,1711,9,dependabot[bot],3
19,TypeScript-Node-Starter,1711,10,kevguy,3
19,TypeScript-Node-Starter,1711,11,Deilan,2
19,TypeScript-Node-Starter,1711,12,KonradLinkowski,2
19,TypeScript-Node-Starter,1711,13,Meir017,2
19,TypeScript-Node-Starter,1711,14,microsoftopensource,2
19,TypeScript-Node-Starter,1711,15,nmchaves,2
19,TypeScript-Node-Starter,1711,16,sebastianseilund,2
19,TypeScript-Node-Starter,1711,17,atefBB,1
20,WPF-Samples,1693,1,vatsan-madhavan,60
20,WPF-Samples,1693,2,arpitmathur,15
20,WPF-Samples,1693,3,rohit21agrawal,14
20,WPF-Samples,1693,4,vartikav,14
20,WPF-Samples,1693,5,rladuca,12
20,WPF-Samples,1693,6,ryalanms,11
20,WPF-Samples,1693,7,WilliamAntonRohm,9
20,WPF-Samples,1693,8,mairaw,8
20,WPF-Samples,1693,9,DavidShootsMS,5
20,WPF-Samples,1693,10,rrelyea,5
20,WPF-Samples,1693,11,korygill,3
20,WPF-Samples,1693,12,andrewst,2
20,WPF-Samples,1693,13,Thraka,2
20,WPF-Samples,1693,14,caioproiete,2
20,WPF-Samples,1693,15,hugodahl,2
20,WPF-Samples,1693,16,YohskDista,2
20,WPF-Samples,1693,17,changeworld,2
21,api-guidelines,1670,1,RobDolinMS,19
21,api-guidelines,1670,2,cleemullins,16
21,api-guidelines,1670,3,garethj-msft,8
21,api-guidelines,1670,4,darrelmiller,6
21,api-guidelines,1670,5,olivierdagenais,5
21,api-guidelines,1670,6,glennblock,3
21,api-guidelines,1670,7,jamesjnadeau,3
21,api-guidelines,1670,8,zaccharles,3
21,api-guidelines,1670,9,arialdomartini,2
21,api-guidelines,1670,10,johanste,2
21,api-guidelines,1670,11,johngossman,2
21,api-guidelines,1670,12,mj1856,2
21,api-guidelines,1670,13,aqnouch,1
21,api-guidelines,1670,14,ajloria,1
21,api-guidelines,1670,15,BasThomas,1
21,api-guidelines,1670,16,MacroChip,1
21,api-guidelines,1670,17,christianberg,1
22,ai-edu,1646,1,xiaowuhu,168
22,ai-edu,1646,2,lillzhen,74
22,ai-edu,1646,3,mslichao,62
22,ai-edu,1646,4,chelxom,23
22,ai-edu,1646,5,Annbless,21
22,ai-edu,1646,6,TobeyQin,19
22,ai-edu,1646,7,v-zich,10
22,ai-edu,1646,8,xinase,10
22,ai-edu,1646,9,Sherrylone,9
22,ai-edu,1646,10,microsoftopensource,3
22,ai-edu,1646,11,liruqi,2
22,ai-edu,1646,12,ThomsonTan,2
22,ai-edu,1646,13,harry2845,2
22,ai-edu,1646,14,kadoufall,2
22,ai-edu,1646,15,littlelittleyang,2
22,ai-edu,1646,16,ppdog0,2
22,ai-edu,1646,17,bartuer,2
23,c9-python-getting-started,1551,1,microsoftopensource,4
23,c9-python-getting-started,1551,2,GeekTrainer,2
23,c9-python-getting-started,1551,3,msftgits,1
23,c9-python-getting-started,1551,4,saksham93,1
24,SmartHotel360-Website,1623,1,dasanagu,23
24,SmartHotel360-Website,1623,2,CKGrafico,17
24,SmartHotel360-Website,1623,3,eiximenis,14
24,SmartHotel360-Website,1623,4,bradygaster,10
24,SmartHotel360-Website,1623,5,bradygmsft,6
24,SmartHotel360-Website,1623,6,BethMassi,5
24,SmartHotel360-Website,1623,7,dsrodenas,5
24,SmartHotel360-Website,1623,8,fpelaez,4
24,SmartHotel360-Website,1623,9,erikaehrli,2
24,SmartHotel360-Website,1623,10,microsoftopensource,2
24,SmartHotel360-Website,1623,11,kunalbabre,1
24,SmartHotel360-Website,1623,12,lucasgruwez,1
24,SmartHotel360-Website,1623,13,msftgits,1
24,SmartHotel360-Website,1623,14,olgamarti,1
24,SmartHotel360-Website,1623,15,ivilches,1
25,MixedRealityToolkit-Unity,1531,1,davidkline-ms,1988
25,MixedRealityToolkit-Unity,1531,2,keveleigh,1765
25,MixedRealityToolkit-Unity,1531,3,StephenHodgson,1328
25,MixedRealityToolkit-Unity,1531,4,Troy-Ferrell,894
25,MixedRealityToolkit-Unity,1531,5,wiwei,845
25,MixedRealityToolkit-Unity,1531,6,julenka,715
25,MixedRealityToolkit-Unity,1531,7,Railboy,590
25,MixedRealityToolkit-Unity,1531,8,cre8ivepark,503
25,MixedRealityToolkit-Unity,1531,9,thalbern,461
25,MixedRealityToolkit-Unity,1531,10,SimonDarksideJ,268
25,MixedRealityToolkit-Unity,1531,11,MenelvagorMilsom,254
25,MixedRealityToolkit-Unity,1531,12,sostel,220
25,MixedRealityToolkit-Unity,1531,13,radicalad,147
25,MixedRealityToolkit-Unity,1531,14,Alexees,134
25,MixedRealityToolkit-Unity,1531,15,Cameron-Micka,104
25,MixedRealityToolkit-Unity,1531,16,killerantz,103
25,MixedRealityToolkit-Unity,1531,17,CDiaz-MS,94
26,azure-pipelines-tasks,1505,1,ericsciple,591
26,azure-pipelines-tasks,1505,2,davidstaheli,328
26,azure-pipelines-tasks,1505,3,nigurr,296
26,azure-pipelines-tasks,1505,4,bryanmacfarlane,289
26,azure-pipelines-tasks,1505,5,Ajay-MS,289
26,azure-pipelines-tasks,1505,6,madhurig,269
26,azure-pipelines-tasks,1505,7,anaggar,253
26,azure-pipelines-tasks,1505,8,kaadhina,237
26,azure-pipelines-tasks,1505,9,prawalagarwal,224
26,azure-pipelines-tasks,1505,10,bishal-pdMSFT,217
26,azure-pipelines-tasks,1505,11,Anumita,196
26,azure-pipelines-tasks,1505,12,damccorm,188
26,azure-pipelines-tasks,1505,13,hiyadav,186
26,azure-pipelines-tasks,1505,14,mvvsubbu,181
26,azure-pipelines-tasks,1505,15,niadak,176
26,azure-pipelines-tasks,1505,16,AshwiniChalla,170
26,azure-pipelines-tasks,1505,17,yacaovsnc,165
27,fluentui,1432,1,dzearing,895
27,fluentui,1432,2,micahgodbolt,383
27,fluentui,1432,3,ecraig12345,258
27,fluentui,1432,4,kenotron,243
27,fluentui,1432,5,khmakoto,202
27,fluentui,1432,6,joschect,200
27,fluentui,1432,7,JasonGore,172
27,fluentui,1432,8,cliffkoh,172
27,fluentui,1432,9,Vitalius1,162
27,fluentui,1432,10,natalieethell,139
27,fluentui,1432,11,jdhuntington,137
27,fluentui,1432,12,battletoilet,137
27,fluentui,1432,13,lynamemi,132
27,fluentui,1432,14,KevinTCoughlin,123
27,fluentui,1432,15,MLoughry,115
27,fluentui,1432,16,ThomasMichon,111
27,fluentui,1432,17,leddie24,109
28,Windows-classic-samples,1348,1,zhaobenx,1
28,Windows-classic-samples,1348,2,cgallred,1
28,Windows-classic-samples,1348,3,cvubrugier,1
28,Windows-classic-samples,1348,4,IrinVoso,1
28,Windows-classic-samples,1348,5,DavidGoll,1
28,Windows-classic-samples,1348,6,EdwardBetts,1
28,Windows-classic-samples,1348,7,hsebs,1
28,Windows-classic-samples,1348,8,Karl-Bridge-Microsoft,1
28,Windows-classic-samples,1348,9,msftgits,1
28,Windows-classic-samples,1348,10,iamalsaher,1
28,Windows-classic-samples,1348,11,yosizelensky,1
29,cpprestsdk,1216,1,stgates,784
29,cpprestsdk,1216,2,ras0219-msft,553
29,cpprestsdk,1216,3,BillyONeal,97
29,cpprestsdk,1216,4,kavyako,67
29,cpprestsdk,1216,5,hohong,41
29,cpprestsdk,1216,6,garethsb-sony,37
29,cpprestsdk,1216,7,arturl,35
29,cpprestsdk,1216,8,LocutusOfBorg,20
29,cpprestsdk,1216,9,deeringc,19
29,cpprestsdk,1216,10,alexkaratarakis,18
29,cpprestsdk,1216,11,xqp,14
29,cpprestsdk,1216,12,ras0219,14
29,cpprestsdk,1216,13,vadz,13
29,cpprestsdk,1216,14,blgrossMS,12
29,cpprestsdk,1216,15,hanzhumsft,11
29,cpprestsdk,1216,16,EvanCui,9
29,cpprestsdk,1216,17,jicailiu,8
30,ChakraCore,1183,1,Cellule,1304
30,ChakraCore,1183,2,MikeHolman,1105
30,ChakraCore,1183,3,obastemur,856
30,ChakraCore,1183,4,dilijev,833
30,ChakraCore,1183,5,pleath,594
30,ChakraCore,1183,6,leirocks,562
30,ChakraCore,1183,7,sigatrev,454
30,ChakraCore,1183,8,Penguinwizzard,451
30,ChakraCore,1183,9,rajatd,446
30,ChakraCore,1183,10,boingoing,442
30,ChakraCore,1183,11,akroshg,384
30,ChakraCore,1183,12,jackhorton,342
30,ChakraCore,1183,13,agarwal-sandeep,274
30,ChakraCore,1183,14,aneeshdk,235
30,ChakraCore,1183,15,MSLaguana,212
30,ChakraCore,1183,16,digitalinfinity,199
30,ChakraCore,1183,17,curtisman,195
31,TypeScript-Handbook,1124,1,mhegazy,530
31,TypeScript-Handbook,1124,2,DanielRosenwasser,445
31,TypeScript-Handbook,1124,3,sandersn,172
31,TypeScript-Handbook,1124,4,orta,144
31,TypeScript-Handbook,1124,5,RyanCavanaugh,107
31,TypeScript-Handbook,1124,6,bowdenk7,25
31,TypeScript-Handbook,1124,7,andy-ms,22
31,TypeScript-Handbook,1124,8,weswigham,22
31,TypeScript-Handbook,1124,9,SetTrend,17
31,TypeScript-Handbook,1124,10,gburdeti,15
31,TypeScript-Handbook,1124,11,yuit,15
31,TypeScript-Handbook,1124,12,brettcannon,12
31,TypeScript-Handbook,1124,13,gcrev93,12
31,TypeScript-Handbook,1124,14,d4nyll,9
31,TypeScript-Handbook,1124,15,styfle,8
31,TypeScript-Handbook,1124,16,danmarshall,7
31,TypeScript-Handbook,1124,17,mauricedb,7
32,DirectX-Graphics-Samples,1117,1,bobbrow,186
32,DirectX-Graphics-Samples,1117,2,pkristof,119
32,DirectX-Graphics-Samples,1117,3,stanard,57
32,DirectX-Graphics-Samples,1117,4,wallisc,41
32,DirectX-Graphics-Samples,1117,5,rgerd,12
32,DirectX-Graphics-Samples,1117,6,sebmerry,12
32,DirectX-Graphics-Samples,1117,7,shuweihsu,10
32,DirectX-Graphics-Samples,1117,8,xiangtin,10
32,DirectX-Graphics-Samples,1117,9,clandrew,10
32,DirectX-Graphics-Samples,1117,10,walbourn,6
32,DirectX-Graphics-Samples,1117,11,tyfkda,4
32,DirectX-Graphics-Samples,1117,12,braaad,3
32,DirectX-Graphics-Samples,1117,13,jenatali,3
32,DirectX-Graphics-Samples,1117,14,missmah,3
32,DirectX-Graphics-Samples,1117,15,anyeung,2
32,DirectX-Graphics-Samples,1117,16,ankan-ban,1
32,DirectX-Graphics-Samples,1117,17,capfei,1
33,frontend-bootcamp,1099,1,kenotron,228
33,frontend-bootcamp,1099,2,micahgodbolt,137
33,frontend-bootcamp,1099,3,ecraig12345,61
33,frontend-bootcamp,1099,4,jdhuntington,4
33,frontend-bootcamp,1099,5,chummer80,3
33,frontend-bootcamp,1099,6,ronaldsmartin,3
33,frontend-bootcamp,1099,7,dependabot-preview[bot],3
33,frontend-bootcamp,1099,8,fodra,2
33,frontend-bootcamp,1099,9,dzearing,2
33,frontend-bootcamp,1099,10,JasonGore,2
33,frontend-bootcamp,1099,11,shadowmaru,2
33,frontend-bootcamp,1099,12,rmjordas,2
33,frontend-bootcamp,1099,13,tatelang,2
33,frontend-bootcamp,1099,14,B3zo0,2
33,frontend-bootcamp,1099,15,flacki,2
33,frontend-bootcamp,1099,16,arthurdenner,1
33,frontend-bootcamp,1099,17,GraxMonzo,1
34,recommenders,1052,1,miguelgfierro,1814
34,recommenders,1052,2,yueguoguo,1073
34,recommenders,1052,3,gramhagen,482
34,recommenders,1052,4,anargyri,361
34,recommenders,1052,5,jreynolds01,312
34,recommenders,1052,6,loomlike,275
34,recommenders,1052,7,nikhilrj,115
34,recommenders,1052,8,WessZumino,108
34,recommenders,1052,9,jingyanwangms,103
34,recommenders,1052,10,maxkazmsft,102
34,recommenders,1052,11,roalexan,81
34,recommenders,1052,12,eisber,68
34,recommenders,1052,13,bethz,64
34,recommenders,1052,14,almudenasanz,60
34,recommenders,1052,15,Leavingseason,40
34,recommenders,1052,16,motefly,38
34,recommenders,1052,17,heatherbshapiro,32
35,vscode-extension-samples,1043,1,octref,180
35,vscode-extension-samples,1043,2,sandy081,119
35,vscode-extension-samples,1043,3,jrieken,111
35,vscode-extension-samples,1043,4,dbaeumer,94
35,vscode-extension-samples,1043,5,Tyriar,62
35,vscode-extension-samples,1043,6,mjbvz,39
35,vscode-extension-samples,1043,7,bpasero,31
35,vscode-extension-samples,1043,8,jan-dolejsi,22
35,vscode-extension-samples,1043,9,aeschli,22
35,vscode-extension-samples,1043,10,rebornix,21
35,vscode-extension-samples,1043,11,chrmarti,11
35,vscode-extension-samples,1043,12,ahmadawais,9
35,vscode-extension-samples,1043,13,alexr00,9
35,vscode-extension-samples,1043,14,egamma,9
35,vscode-extension-samples,1043,15,fcrespo82,9
35,vscode-extension-samples,1043,16,gregvanl,7
35,vscode-extension-samples,1043,17,vazexqi,5
36,TypeScript-React-Starter,1024,1,DanielRosenwasser,21
36,TypeScript-React-Starter,1024,2,orta,5
36,TypeScript-React-Starter,1024,3,bowdenk7,2
36,TypeScript-React-Starter,1024,4,microsoftopensource,2
36,TypeScript-React-Starter,1024,5,sandersn,2
36,TypeScript-React-Starter,1024,6,aarongreenlee,1
36,TypeScript-React-Starter,1024,7,dmitriz,1
36,TypeScript-React-Starter,1024,8,catchin,1
36,TypeScript-React-Starter,1024,9,svenheden,1
36,TypeScript-React-Starter,1024,10,kachick,1
36,TypeScript-React-Starter,1024,11,lazarljubenovic,1
36,TypeScript-React-Starter,1024,12,msftgits,1
36,TypeScript-React-Starter,1024,13,renatoselenica,1
36,TypeScript-React-Starter,1024,14,scottsauber,1
36,TypeScript-React-Starter,1024,15,phaedryx,1
36,TypeScript-React-Starter,1024,16,tugberkugurlu,1
36,TypeScript-React-Starter,1024,17,mattywong,1
37,msbuild,1013,1,rainersigwald,1521
37,msbuild,1013,2,cdmihai,734
37,msbuild,1013,3,AndyGerlicher,644
37,msbuild,1013,4,dsplaisted,329
37,msbuild,1013,5,radical,227
37,msbuild,1013,6,jeffkl,224
37,msbuild,1013,7,BenVillalobos,109
37,msbuild,1013,8,davkean,102
37,msbuild,1013,9,dotnet-bot,97
37,msbuild,1013,10,KirillOsenkov,94
37,msbuild,1013,11,ValMenn,74
37,msbuild,1013,12,Forgind,71
37,msbuild,1013,13,tmeschter,70
